period_id,jurisdiction,unemployment_rate,labor_force,temp_avg_f,precip_in,gtrends_overdose,gtrends_fentanyl,gtrends_naloxone,gtrends_opioid,gtrends_methamphetamine,state_doh_release
OqDkgaDk,VT,2.0,352940.0,23.4,4.09,63.18,79.18,71.34,61.8,46.0,"Vermont Department of Health Releases Provisional Suspected-Overdose Surveillance Update
Provisional data from the Vermont syndromic surveillance system indicate an increase of approximately 11 percent in suspected nonfatal overdose emergency department encounters compared with the same period one year earlier. Surveillance counts are preliminary and subject to revision as additional records are reported and toxicology completes. The Department continues to publish these data monthly through its DOSE-SYS dashboard alongside national CDC data. --- Vermont Department of Health Issues Public Health Advisory on Cluster of Suspected Fentanyl-Involved Overdoses
Vermont health officials are alerting clinicians, first responders, and the public to a recent cluster of 12 suspected nonfatal overdose events reported in the Burlington area. Preliminary toxicology indicates involvement of illicitly manufactured fentanyl, with several specimens also positive for benzodiazepine analogues. Naloxone remains the recommended reversal agent; clinicians should be prepared to administer repeat doses given fentanyl potency. Community members are encouraged to obtain naloxone through participating pharmacies or county health departments at no cost. Anyone witnessing an overdose should call 911; the Vermont Good Samaritan law provides limited protection from prosecution for those seeking help. --- Vermont Department of Health Expands Access to Medication for Opioid Use Disorder
The Department announces the addition of approximately 234 new buprenorphine-prescribing clinicians to the Vermont treatment network as a result of the federal removal of the X-waiver requirement and continued state-led training programs. Buprenorphine, methadone, and extended-release naltrexone remain the first-line treatments for opioid use disorder. Residents seeking medication for opioid use disorder may use the SAMHSA treatment locator at FindTreatment.gov or contact the state addiction services helpline. Medicaid covers all three medications and counseling services without prior authorization."
OqDkgaDk,WA,4.6,4037506.0,30.0,7.12,61.98,77.69,69.99,60.63,45.14,
OqDkgaDk,WI,2.9,3138074.0,21.0,1.2,57.22,71.71,64.61,55.97,41.66,
OqDkgaDk,WV,4.2,792451.0,32.2,4.78,83.44,104.58,94.22,81.62,60.76,"West Virginia Department of Health and Human Resources Authorizes Expanded Syringe Services Program Coverage
The Department has approved expansion of authorized syringe services programs to additional counties under West Virginia public health authority. Syringe services programs reduce transmission of HIV and hepatitis C, connect individuals to medication for opioid use disorder, and distribute naloxone and fentanyl test strips. Decades of peer-reviewed evidence and CDC guidance support syringe services programs as a core component of the public health response to drug-related harms."
OqDkgaDk,WY,2.8,292250.0,20.2,0.78,51.85,64.99,58.55,50.72,37.76,"Wyoming Department of Health Issues Alert on Detection of Nitazene Synthetic Opioids
State public health laboratory results have detected isotonitazene, N-pyrrolidino-protonitazene, and related synthetic opioids in samples submitted from 5 jurisdictions in the past 30 days. Nitazene analogues are extremely potent — some exceeding fentanyl in laboratory potency assays — and may not be reliably detected by point-of-care fentanyl test strips alone. Naloxone remains the recommended reversal agent; multiple sequential doses may be required. Clinicians treating suspected opioid overdose should consider repeat naloxone administration, airway management, and prolonged observation. --- Wyoming Department of Health Notes Increasing Co-Involvement of Methamphetamine and Fentanyl
Toxicology data from Wyoming continue to show increasing co-involvement of methamphetamine and fentanyl in fatal and nonfatal overdose events; approximately 28 percent of fentanyl-positive overdose specimens were also positive for methamphetamine in the most recent quarter. Stimulant-opioid co-use poses unique clinical challenges; naloxone reverses the opioid component but stimulant toxicity may require separate medical management including supportive care and monitoring for cardiovascular complications."
44RA6kMl,AK,7.2,343583.0,,,47.0,33.92,30.68,57.97,27.62,
44RA6kMl,AL,5.2,2273333.0,66.9,5.11,53.09,38.3,34.66,65.47,31.2,
44RA6kMl,AR,5.4,1331810.0,59.4,4.42,55.3,39.9,36.1,68.2,32.5,"Arkansas Department of Health Reminds Residents of 911 Good Samaritan Overdose Protections
Under Arkansas law, individuals who call 911 to report an overdose are protected from prosecution for possession of a controlled substance for personal use. The Department urges anyone witnessing an overdose to call 911 immediately, administer naloxone if available, place the person in the recovery position, and remain with them until emergency responders arrive. Bystander intervention saves lives; hesitation due to fear of arrest is the leading reason calls are delayed."
44RA6kMl,AZ,7.0,3497131.0,66.2,0.14,51.98,37.51,33.93,64.11,30.55,"Arizona Department of Health Services Releases Provisional Suspected-Overdose Surveillance Update
Provisional data from the Arizona syndromic surveillance system indicate a decrease of approximately 7 percent in suspected nonfatal overdose emergency department encounters compared with the same period one year earlier. Surveillance counts are preliminary and subject to revision as additional records are reported and toxicology completes. The Department continues to publish these data monthly through its DOSE-SYS dashboard alongside national CDC data. --- Arizona Department of Health Services Reminds Residents of 911 Good Samaritan Overdose Protections
Under Arizona law, individuals who call 911 to report an overdose are protected from prosecution for possession of a controlled substance for personal use. The Department urges anyone witnessing an overdose to call 911 immediately, administer naloxone if available, place the person in the recovery position, and remain with them until emergency responders arrive. Bystander intervention saves lives; hesitation due to fear of arrest is the leading reason calls are delayed."
44RA6kMl,CA,9.3,18609671.0,66.2,0.05,49.77,35.91,32.49,61.38,29.25,
44RA6kMl,CO,6.2,3074101.0,47.1,0.62,56.41,40.7,36.82,69.56,33.15,
44RA6kMl,CT,7.9,1833002.0,53.2,5.31,51.98,37.51,33.93,64.11,30.55,
44RA6kMl,DC,8.3,379889.0,,,60.83,43.89,39.71,75.02,35.75,"DC Health Issues Public Health Advisory on Cluster of Suspected Fentanyl-Involved Overdoses
The district of columbia health officials are alerting clinicians, first responders, and the public to a recent cluster of 20 suspected nonfatal overdose events reported in the Anacostia area. Preliminary toxicology indicates involvement of illicitly manufactured fentanyl, with several specimens also positive for xylazine. Naloxone remains the recommended reversal agent; clinicians should be prepared to administer repeat doses given fentanyl potency. Community members are encouraged to obtain naloxone through participating pharmacies or county health departments at no cost. Anyone witnessing an overdose should call 911; the the District of Columbia Good Samaritan law provides limited protection from prosecution for those seeking help. --- DC Health Releases Provisional Suspected-Overdose Surveillance Update
Provisional data from the the District of Columbia syndromic surveillance system indicate a decrease of approximately 3 percent in suspected nonfatal overdose emergency department encounters compared with the same period one year earlier. Surveillance counts are preliminary and subject to revision as additional records are reported and toxicology completes. The Department continues to publish these data monthly through its DOSE-SYS dashboard alongside national CDC data. --- DC Health Pilots Drug Checking and Fentanyl Test Strip Distribution
Beginning this month the Department will support a pilot program providing fentanyl test strips and xylazine immunoassay strips through approximately 12 authorized harm reduction sites across the District of Columbia. Drug checking allows individuals who use drugs to detect adulterants prior to use, an evidence-based intervention shown to reduce overdose risk. Test strips are legal under the District of Columbia statute when used for harm reduction and are distributed at no cost to the recipient. Site locations are listed on the Department's harm reduction webpage."
